Restaurant	Price	Food	Service	Review
La Fondue - Grenoble	No Opinion	Positive	Positive	Très bon accueil.... Cadre très agréable et fondue bourguignonne très bonne... Viande très tendre !!!! Personnel très à l'écoute !!! Je recommande vivement ! Merci pour cette soirée
Brasserie Chavant Grenoble	No Opinion	Positive	Positive	Superbe expérience ... tout est bien , service impeccable , les toasts façon madeleine sont un régal , les plats parfaits !  Je recommande vivement !!
Chalet la Pricaz - Montmin	No Opinion	Positive	Positive	Superbe vue depuis la terrasse du restaurant. Le personnel est très accueillant. Le service est rapide et la qualité des plats au rendez-vous.
Le Gratin Dauphinois - Grenoble	No Opinion	Positive	Positive	Repas d'entreprise réalisé au Gratin Dauphinois pour 28 personnes. Les serveurs sont serviables + très professionnels. Le personnel a été arrangeant pour l'organisation de ce repas et les propositions de menus très variées. Je recommande vivement à toutes les personnes cherchant un restaurant proposant de la bonne cuisine française à Grenoble, sans prétention.
Les Terrasses de Lyon - Lyon	Negative	Mixed	Negative	Les 3 menus (125, 105 et 89€) proposent tous le pigeon (plat signature) et impossible de changer. Nous nous reportons donc sur les plats à la carte avec le choix d’une sole et d’un ris de veau. D’emblée, on nous dit que la sole est remplacé par de la lotte. La commande passée, on vient après coup nous dire qu’il n’y a plus de ris de veau. Ce n’est pas très sérieux, car il serait primordial avant le service de connaître les plats qui ne pourront être proposés.Tout au long de repas, aucune attention pour demander si tout ce passe bien ou s’il faut quelque chose. Une petite michette de pain est servie en début de repas et quand elle est consommée, personne ne repasse pour en proposer à nouveau.En ce qui concerne la qualité et la présentation des plats, rien à redire, même s’ils n’ont rien de transcendants.Le summun de notre déception se situe au niveau de la facturation. Le restaurant faisant partie de l’hôtel 5* Villa Florentine, on nous informe que le montant sera reporté sur la facture finale. Sur la note déposée à  table, il faut compléter avec : le nom, le n° de chambre et la signature (sans stylo, pour la petite histoire !). A notre surprise, le jour du départ, la facture comporte 2 notes de restaurant : la nôtre, mais surtout une autre d’un montant de + de 150 €. Une telle erreur est inadmissible et pas digne d’un restaurant étoilé. Même si la rectification a été faite, nous n’avons eu aucune explication du pourquoi du comment. Nous avons également connu plusieurs mésaventures au niveau des petits déjeuners avec notamment une attente de près de ¾ d’heure pour 2 œufs à la coque !Il y a très clairement un problème de personnel qui est jeune et totalement inexpérimenté.
Bistrot André - Grenoble	No Opinion	Positive	Positive	Endroit agréable et grand choix de places ,avec un service aux petits soins . Menu gourmand qui porte bien son nom. Expérience à renouveler. Pour nous il sagisstdin bon cadeau offert à Noël
Les Terrasses de Lyon - Lyon	No Opinion	Positive	Negative	Nous avons déjeuné sur la terrasse en profitant de la très belle vue sur Lyon. Le repas était très bien, les mélanges de saveurs agréables (langoustines aux agrumes, cuisson parfaite du barbue, pigeon parfaitement fumé...). Les conseils de la sommelière était tout à fait pertinent. Le parking disponible est bien utile dans cette zone a stationnement difficile. Le chef de salle doit apprendre à parler moins fort quand il réprimande ses équipes au milieu des tables car on entend tout. De plus, quand un plat nécessite une sauce, il serait bien qu'un deuxième serveur accompagne et verse en parallèle la sauce afin d'éviter au serveur seul d'être obligé de retourner en cuisine .
Les Terrasses de Lyon - Lyon	Negative	Positive	Negative	Le service est long (arrivée 8h30 sortie 12h10)Obligé d'ajouter le plateau de fromages car les assiettes ne sont suffisamment fournies (menu découverte 3 plats)Le plateau est décevant car il comporte un choix restreintAu milieu du repas les verres disparaissent sans que l'on nous demande si nous souhaitons une nouvelle bouteille (couac du sommelier?)Sinon le service est de bon niveau. Il y a de la recherche dans la presentation et les associations de goût sont audacieuses (poisson / carotte rouge)La note reste un peu dissuasive au final
Shunbun - Grenoble	No Opinion	Positive	Positive	Accueil impeccable du serveur toujours souriant malgré l influence !  Petit dîner dans la salle du fond en mode accroupis pieds nus c'était nikel en plus d être très bon ! Mention spéciale aux makis Shunbun !!!  Nous reviendrons avec grand plaisir pour une 3eme visite !   Les pus-des-pieds 😄
Brasserie Chavant Grenoble	No Opinion	Positive	Positive	De passage à Grenoble petite halte pour une nuit au MGallery de la ville où s’affiche dans l’ascenseur la Brasserie Chavant c’est donc tout naturellement que je m’y rend pour dîner . Agréable surprise c’est assez classe voir kitch mais de bon goût , il y a du monde ce qui est plutôt bon signe . Je fus servi rapidement par un personnel aimable , mon magret était cuit rosé comme demandé, il était copieux et goûteux, l’assiette de mangue en dessert était du même acabit c’est à dire délicieux. J’ai appris en partant que la direction de l’hôtel et de ce restaurant était la même , la qualité ne m’étonne donc pas car je suis fidèle aux MGallery et je n’ai jamais été déçu .
Le Marrakech - Annecy	Positive	Positive	Positive	Peu d'attente, belle déco, personnel souriant et disponible.  Couscous excellent, copieux, et addition légère.  Je recommande vivement.
La Ferme à Dédé - Grenoble	Positive	Positive	Positive	des plats régionaux bien fait, un servie correct; Une bonne gamme de prix, ce qui en fait une bonne adresse dans ce quartier de la gare
Les Jardins de Sainte-Cécile - Grenoble	Positive	Positive	Positive	Tout est parfait. Les plats sont délicieux, le cadre magnifique, et le service excellent.  La carte est variée, avec un menu plat + dessert qui débute à 19€.  Je recommande.
L'Entrecôte	Negative	Positive	Negative	Que dire, j’y suis retournée après une première expérience bordelaise. Me concernant, toujours aussi déçue. Certes, l’entrecôte et les frites sont bonnes mais ça s’arrête là. Un personnel qui vous refuse si vous arrivez à 14h01, les plats qui arrivent alors que l’entrée n’est même pas terminée, l’addition qui arrive en plein milieu du dessert, et la serveuse qui commence à passer le balai avant même que nous ayons terminé notre repas. bref l’entrecôte peut certainement se permettre d’arrêter si tôt le service mais franchement quelle honte en plein cœur de Lyon! J’aurais aimé faire des horaires de fonctionnaire (pardonnez l’expression) quand je faisais ce métier!! Mais sincèrement en plein centre de la capitale de la gastronomie une telle brasserie qui arrête le service à 14h moi j’avoue ça me dépasse! Et à ceux qui me diront qu’ils ont droit d’être à 35h, je répondrai faites un autre métier…. Et beaucoup d’établissements ont par ailleurs une bien meilleure amplitude horaire avec du personnel qui ne fait pas 150h d’heures supp mais oui là c’est sûr… ça se paye! Bref une bonne viande avec de vraies frites y’a ça ailleurs (et pour moins cher en plus!)
Le Chalet Restaurant - Annecy	No Opinion	Positive	Positive	Une très belle découverte. Nous avons dégusté la meilleure fondue savoyarde que nous ayons goûté jusqu’à aujourd’hui ! Le service est parfait, le restaurant est très agréable et le patron est sympa. De quoi passer un moment merveilleux, merci.
Shunbun - Grenoble	No Opinion	Positive	Negative	Si vous aimez les sushis, je vous conseil vivement ce Resto bien situé qui offre un large choix (y compris pour ceux qui n'aiment pas le poissons cru)! Le choix est vaste et les produits frais. Une terrasse est également disponible. Dommage que le service ne soit pas plus souriant car pour tout le reste ils sont top !
Les Terrasses de Lyon - Lyon	Positive	Positive	No Opinion	Menu à emporter excellent, très abordable et très raffiné.2 choix d’entrées, de plats et de desserts.
Le Gratin Dauphinois - Grenoble	No Opinion	Positive	No Opinion	Restaurant sympa où  passer un  bon moment en toute simplicité entre amis en famille autour de  plats copieux élaborés avec des produits frais et locaux. Ambiance conviviale
Les 3 Brasseurs - Echirolles	Positive	Positive	Positive	Excellente choucroute. Bon rapport qualité/prix. Facilité de parking. Personnel sympathique. Un seul regret, le mobilier commence à être vieillot notamment les sièges.
Le Gratin Dauphinois - Grenoble	Positive	Positive	No Opinion	"""Je me suis rendue pour la première fois au gratin dauphinois avec les collègues de travail pour le """"vendredi cuisses de grenouilles """" a volonté servies bien évidemment avec du gratin dauphinois, c était tout simplement un régal et très copieux !!!! La salade entrée l était d ailleurs trop,  nous ne l avons pas terminée de peur de ne plus avoir de place pour ces fabuleuses cuisses de grenouilles... Je recommande à 100%"""
Les Terrasses de Lyon - Lyon	Mixed	Positive	Positive	Tres bel endroit sur les hauteurs de Lyon. La vue est imprenable. La salle de restaurant est agréable, les tables bien espacées et la vaissellerie tres bien choisie.La cuisine est à la hauteur de l’endroit. Par contre déception du côté des amuses bouches qui rappellent plus la mini pizza que la bouchée découverte. Le reste fut fin et délicat. Le service est très détendu et nous correspond même s’il nous a surpris, dans ce niveau de restaurant le personnel est plus souvent distant et efficace. Ici le personnel est sympathique, aimable et plaisante avec les clients.Carton rouge sur les vins. La carte est recherchée mais le coefficient multiplicateur nous est apparu excessif (sans doute au moins 7 contre 4 en général) et empêche les clients de se faire plaisir. C’est dommage car la cuisine mériterait mieux sans avoir l’impression que la marge se fait sur le vin.L’impression globale reste très positive.
Une Semaine sur Deux - Grenoble	No Opinion	Positive	Positive	Nous sommes aller un vendredi soir nous avons très bien manger le patron nous présente ses plats a chaque table par contre il faut réserver au moins quelques jours avant nous y retournerons. Félicitation au chef pour sa cuisine et sa présentation.
Le Marrakech - Annecy	No Opinion	Positive	Positive	Nous nous y sommes rendus un dimanche entre amis et en famille: les plats sont vraiment bons mais surtout réellement généreux et l'accueil est à l'image des plats: chaleureux et généreux. Il faut y venir en famille: on ne vous fait pas sentir que vos enfants dérangent bien au contraire (ils ont même eu droit à une sucette à la fin). On a vraiment passé un bon môment.
Shunbun - Grenoble	Negative	Mixed	Negative	J'aime beaucoup ce restaurant, les plats sont bons. Je trouve que c'est coûteux pour la quantité proposée. Les desserts ne sont pas très bons par contre. L'un des serveurs n'est pas très agréable non plus.
La Ferme à Dédé - Grenoble	Positive	Positive	No Opinion	Déjeuner en couple très sympa autour de diots crozets et ravioles au bleu de Sassenage. Dessert formule midi avec fondant au chocolat et choux à la chantilly. De bons ingrédients et un super rapport qualité prix. Allez y !
La veyrie - Bernin	Negative	Positive	Negative	Nous voulions un restaurant sympa pour un repas en famille, car c’était l’anniversaire de mon mari... J’avais réservé bien a l’avance. Le jour J, on a été en retard...avec des enfants en bas âge parfois ca arrive...j’ai appelé pour les prévenir des 20 min de retard. On m’a répondu très sèchement que l’on allait décaler le service et que l’on serait servi en dernier. Très surprenant comme conversation. Ca commençait bien...  Une fois arrivés sur place, reçus froidement.  La salle était joliment décorée, par contre tres bruyante et sans aération, avec une prédominance des clients de troisième age ++.  La salle à l’étage était privatisée pour des personnes âgées aussi, et au final on s’est cru a la cantine d’une maison de retraite.  Le service était chaotique. La serveuse ( la seule fille) était incompétente. Elle ne savait rien,  ne connaissait pas le menu, devenait rouge. Au moment du règlement, les serveurs avec beaucoup d’ARROGANCE  m’ont demandé de faire le ménage sous la table (avec mes mains) car mon bébé avait jeté des frittes et ca leur créait du travail. SCANDALEUX!!!! Bien sûr, je l’ai fait mais je garde un souvenir très amer de ce style de comportement. C’était la première fois que l’on me demande une chose pareille dans un restaurant !!!!  En bref, notre repas d’anniversaire gâché, nous essayons de l’oublier; nous ne reviendrons pas et ne le recommanderons pas à nos amis.  La seule étoile que je donne c’est pour les plats qui étaient bons et bien présentés. On reconnaît d’ailleurs la cuisine du restaurant le 5 et le Café forte, que l’on apprécie particulièrement.
Les Grands Buffets - Narbonne	Negative	Negative	Positive	Par où commencer ? Nous avons découvert les Grands Buffets en 2017, c'était pour nous, une expérience magique ! Une bulle gourmande de plats gastronomiques, dans un cadre incroyable et à un prix défiant toute concurrence. Le serveur est prévenant, présent sans être de trop, les buffets sont accessibles, l'ambiance est chaleureuse. Seulement voilà... aujourd'hui, c'est le désenchantement. Nous sommes à présent à 63 € par personne + le vin + le café (2.90 € pour un espresso). Adios le petit beurre salé ambiance palace, bonjour la serveuse vendeuse d'eau en bouteille dès que vous êtes à table. Clairement... Patatras... le charme s'est dissipé instantanément. Ce n'est plus le luxe accessible, mais la cantine hors de prix. Les salles sont pleines à craquer, on a du mal à se croiser, les buffets sont difficiles d'accès, et surtout ! Énormément de plats ont disparu... Le tartare, le sanglier, le poulet fermier, les pommes frites et le gratin dauphinois... Parce que mine de rien les accompagnements aussi c'est important ici : courgettes, haricots verts, ratatouille, pâtes, riz, et pommes de terre grenailles à l'ail, et c'est tout. Heureusement que les 3 ateliers sauvent l'expérience (côte de bœuf, canard à la presse et crêpe suzette) mais clairement, et avec beaucoup de regrets, cette 4eme fois sera la dernière.
La Ferme à Dédé - Grenoble	Positive	Positive	Positive	Accueil chaleureux , personnel souriant et aux petits soins bravo ! Plats très bons , copieux . Bon rapport qualité prix.
Une Semaine sur Deux - Grenoble	No Opinion	Positive	Positive	Ravie de mon passage dans ce restaurant. Saveurs bien accordées, produits frais. Service impeccable et cadre chaleureux
Le Gratin Dauphinois - Grenoble	No Opinion	Positive	Positive	Un excellent dîner servi dans un timing plus que raisonnable  Accueil et service parfait  Une très bonne adresse qui me reverra! Merci
Le Bombay	No Opinion	Positive	No Opinion	Ce restaurant n’a pas besoin d’un énième commentaire positif et pourtant, tout était tellement délicieux qu’on ne peut s’empêcher de le dire! Quel repas parfait! Merci
Shunbun - Grenoble	Positive	Positive	Positive	Plusieurs déjeuner ou dîners à cette table asiatique lors de mes passages sur Grenoble. Et bien, toujours délicieux avec un généreux choix de spécialités à des tarifs défiant toute concurrence.  Le service est rapide si besoin  Continuez ... Et Merci
La Ferme à Dédé - Grenoble	No Opinion	Positive	Mixed	On n'est jamais déçu chez Dédé  C'est simple, bonne franquette et bon Juste peut-être une petite nouveauté de temps en temps serait la bienvenue On sent le personnel tendu mais tous restent aimables
La Ferme à Dédé - Grenoble	No Opinion	Positive	Positive	De passage à Grenoble, nous nous sommes arrêtés ici à la recherche de nourriture qui tient au corps ! les gratins étaient succulents, les desserts tout autant. L atmosphère et la déco étaient sympas, le service correct !
La veyrie - Bernin	Positive	Positive	Positive	Jamais été déçu. J’y vais presque tous les mois. Cadre agréable (vue montagnes)  Très bonne table  Accueil sympathique Prix abordable pour la qualité des menus
La Fondue - Grenoble	No Opinion	Negative	No Opinion	Franchement une honte de servir une fondue savoyarde de ce type là, si cela avait été ma première expérience, je pense que je n aurai jamais recommencé. Pourtant simple de prendre des fromages de qualité et de la préparer correctement… j ai mis 15 ans à me rendre dans cet endroit, mais n y retournerai jamais.
"""""""Terre Adélice - Lyon"""""""	Positive	Positive	No Opinion	"""""""Il n'y a rien de plus cet authentique BEST ice cream une machine à café ! Je ne saurais trop recommander les saveurs sont elles sont bien de tous les points de vue. On peut peut-être mieux Mint, framboise, abricots, fromage de chèvre, sorbet au chocolat et plus encore ... Allez-y et essayer ce que vous voulez. Vous serez surpris !"""""""
Le Chalet Restaurant - Annecy	Positive	Positive	Positive	Très bien situé, bon service, raclette excellente(avis de haut savoyard) et copieuse, prix raisonnables. Je recommande.
Les Jardins de Sainte-Cécile - Grenoble	No Opinion	Positive	Negative	Plats originaux et gouteux (cannelonis au canard, flan revisite), le cadre tres agreable mais les prix sont un peu eleves, le service pas a la hauteur et l'accueil convenu.
La veyrie - Bernin	No Opinion	Positive	No Opinion	Dans un cadre assez exceptionnel, le restaurant offre une vue imprenable sur la chaîne de Belledonne depuis sa magnifique salle extérieure. Des plats de qualité et copieux, et un belle carte des vins. Un accueil très agréable avec une équipe disponible et à l’écoute.  Mon petit bémol se situe sur sur les choix limité de plats lorsque l’on choisi un menu, mais chaque plat étant soigné et délicieux, c’est déjà dur de choisir. Le choix des assiettes à la carte est largement satisfaisant.  Nous avons un peu trop attendu ce soir entre l’entrée et le plat, mais l’attente a été en partie compensée par un petit geste sur l’addition.  Bref, une très bonne adresse où je retournerais sans crainte et que je conseille vivement et pas seulement pour la vue.
Bistrot André - Grenoble	No Opinion	Positive	Positive	Nous avons passé un agréable moment.  Très bon restaurant , très bon rapport qualité prix , serveurs souriant.  Je recommande .
Shunbun - Grenoble	Positive	Positive	Negative	Je n'ai pas trouvé mieux en matière de sushis dans Grenoble, en matière de goût et en rapport qualité / prix. C'est du fait maison.  Il est possible de manger à la traditionnelle et le cadre est agréable. Le service est peut-être parfois un peu laborieux.
La veyrie - Bernin	No Opinion	Positive	Positive	Un subtile mélange de cuisine moderne et traditionnelle dans un cadre ancien avec une décoration sobre et agréable. Nous sommes venus un mardi soir et il y avait peu de clients. Cela n'a pas empêché le (jeune) serveur d'être attentionné, discret et à l'écoute. pour un repas agréable et conviviale. Des nems au st Marcellin en entrée, un plat de résistance traditionnel avec un dessert tout en finesse. Le bon vin était au rendez-vous de cette table. Il faut savoir apprécier un repas quand il est raffiné et bien servi !
Les Jardins de Sainte-Cécile - Grenoble	No Opinion	Positive	Positive	Nous y sommes allés avec un Groupon et nous avons été super bien reçus. Les vins que nous avons goûtés étaient extraordinaires et chaque bouchée de nos plats a été une explosion de saveurs et un vrai délice. C'était parfait du début à la fin
Chalet la Pricaz - Montmin	No Opinion	No Opinion	Positive	Anniversaire de famille réussi à la Pricaz. Nous avons déjeuné dans la salle vitrée qui domine le Lac d'Annecy. Cadre fabuleux, menu copieux et de qualité, personnel à l'écoute. Tout est réuni pour passer un agréable moment. Merci à toute l'équipe et à une prochaine fois sans hésitation.
Les Jardins de Sainte-Cécile - Grenoble	Negative	Mixed	Positive	Bon accueil. Plats raffinés , recherchés mais avec des saveurs quelque fois surprenantes et pas forcément dans le bon sens. L addition reste chère, à  l image d un gastronomique.
Le Bombay	No Opinion	Positive	Positive	Très bonne cuisine, au choix, plus ou moins épicée. Service attentionné et plein de gentillesse... cadre superbe. Nous sommes heureux de cette découverte et espérons revenir bientôt pour goûter à d’autres spécialités.
Le Gratin Dauphinois - Grenoble	Positive	Positive	Positive	Soirée d'anniversaire au top ! Malgré notre arrivée tardive, l'équipe du Gratin Dauphinois a su nous accueillir chaleureusement et nous servir des plats copieux, de régions, savoureux et généreux ! Les Gratins de Ravioles sont délicieux et le Canard est excellent.   Tout le monde s'est régalé, je recommande grandement et ne manquerais pas d'y retourner.
La Belle Idée - Grenoble	No Opinion	Positive	No Opinion	Avec mon fils nous avons pris une salade composée et le plat du jour  Un Murçon excellent  ( il y avait aussi un poisson en proposition ) Tarte aux noix et un fondant chocolat dessert maison  Ça fait un moment que je voulais y aller car avec mon boulot je passe souvent devant et toujours plein ce petit restaurant  Nous avions réservé et j’avais bien fait
La Belle Idée - Grenoble	No Opinion	Positive	No Opinion	Dîner en famille dans cette petite pépite qu'est la petite idée ! De bons plats de la cuisine française maitrisés à la perfection ! Mention spéciale au magret de canard aux morilles cuit à la perfection et accompagné d'un gratin dauphinois très goûteux ! Tout est fait maison et cela ce ressent
Le Chalet Restaurant - Annecy	No Opinion	Positive	Positive	Endroit très convivial bord d'eau avec une belle vu. On y mange bien service au top. A conseiller si vous voulez être entre de bonne main.
Le Gratin Dauphinois - Grenoble	Positive	Positive	Positive	Bien que le restaurant soit complet nous avons pu fêter l'anniversaire de mon épouse hier soir le responsable nous a aménagé un service avancé, nous l'en remercions vivement. Excellent rapport qualité/prix, des plats très copieux et délicieux, de bons conseils de la serveuse. C'était parfait  nous reviendrons en famille ou avec des amis. Le décor est original et amusant
Bistrot André - Grenoble	No Opinion	Positive	No Opinion	"""Toujours au top *** La Qualité des produits et le mélange des saveurs ont régalé nos papilles ! Portions plus que parfaites ! Un apéritif sur un mood """"ancestral"""" très réconfortant ...  On est sortis repus ! La jolie promenade digestive sur les canaux de valence juste à côté a fait du bien et termine parfaitement bien ce petit intermède automnal !"""
La veyrie - Bernin	Positive	No Opinion	Positive	Cadre idéal pour un repas en famille, la terrasse est très belle. L'équipe est super. La cuisine est bonne. Idéal l'été pour un peu de fraicheur.  Nous reviendrons sans hésiter.
La Fondue - Grenoble	No Opinion	Positive	No Opinion	Folie du vendredi soir où on a passé un super moment et surtout on s’est R.É.G.A.L.É.E .. Amateur des plats montagnards allez-y foncezzzz une valeure sure
Shunbun - Grenoble	Positive	Positive	No Opinion	Fan de sushis, j ai été plus que satisfait de ce restaurant! Décoration sympathique, qui met bien un cadre de restaurant japonais. Sushis d excellentes qualités, j ai pris un menu mix a 16€, 15 sushis et 1 soupe miso, juste top! A refaire!
Le Marrakech - Annecy	No Opinion	Negative	No Opinion	avis identique à celui d'Ismael, que l'on ne connait pas,prix et plats identiques,grosse arnaque mais en prime, avons été tous malades pendant deux jours/:Donc problème dans la cuisine!!!!!
"""""""Chateau de la commanderie - Grenoble"""""""	No Opinion	Negative	Negative	"""""""Je ne voulais pas remettre un avis, bien que client régulier mais la j en suis obligé Tout d abord un service déplorable qu a peine arrivé on vous saute dessus pour prendre la commande qui du reste sera prise trois fois, des plats qui arrive moins d une minute à peine débarrasser alors qu on a attendu bien que la commande eut été prise trois fois! Parlons des plats, franchement faites simple! Ca ne rime à rien vos mélanges, je n ai jamais vu une chose pareille surtout la glace avec le foie gras! déja soyez capable de mettre deux toasts Ne parlons pas du service sommelier qui n y connait pas plus entre coca ou pepsi Bref vous comprendrez que je ne reviendrais plus pourtant client depuis pas mal de temps trop de laisser allé dans le service mais surtout aucun professionnalisme si bien que je me suis demandé si vous ne faisiez pas depuis quelques mois école hôtelière ou d insertion"""""""
Le Chalet Restaurant - Annecy	No Opinion	Positive	Positive	Endroit atypique à la région, sûrement l’une des meilleurs fondue savoyarde que j’ai pu manger personnel accueillant et bienveillant je recommande à 100% les plats des voisins me donnaient bien envie aussi lol
Les Terrasses de Lyon - Lyon	Positive	Positive	Negative	Nous sommes venus en famille. Nous avons pris le menu découverte avec le verre de vin pr les hommes.Les plats proposés sont dignes de leur étoile. Rien à dire. C'est une très belle découverte.Le service est agréable et souriant. Nous avons regretté cependant le service à l'apéritif. En effet, le restaurant possède une belle carte de coktails mais propose des l'arrivée du champagne. Mon père ayant choisi le champagne a eu son verre de suite. De notre côté, nous avons du attendre un certain temps avant d avoir les cocktails... Nous avons donc trinqués séparément et il a regretté qu'on ne lui ai pas proposé les cocktails quand il a vu le travail réalisé pr les préparer.Ce n'est qu'un petit bémol sur cette soirée qui restera magique!
"""""""Terre Adélice - Lyon"""""""	Positive	Positive	No Opinion	"""""""Ca vaut vraiment le temps y aller ! L'orange sanguine est vraiment frais, et la saveur de noix de coco est un morceau de paradis ! C'est un must pour chaque visiteur!"""""""
La Fondue - Grenoble	No Opinion	Positive	Positive	C’est un très bon restaurant qui propose de la cuisine traditionnelle et de qualité. Le personnel est accueillant et la patronne déclare ne pas porter de culotte, on a bien rigolé.
La Belle Idée - Grenoble	No Opinion	Positive	Positive	Très bonne cuisine avec peu de choix mais des produits frais, bien cuisinés, délicieux. Accueil chaleureux, serveurs à l'écoute. Flexibilité dans le choix des desserts dans le café gourmand. Bref, une très bonne adresse!
Le Gurtlerhoft - Strasbourg	No Opinion	Positive	Positive	Nous nous sommes arrêtés grâce un ami qui nous a donné l'adresse. Cadre et accueil au rendez vous. Les mets délicieux
La Belle Idée - Grenoble	Positive	Positive	Positive	Très belle découverte, cuisine maison, menu entrée et plat à 18€  service rapide,serveuse très  agréable  à  ne pas rater.
Le Chalet Restaurant - Annecy	No Opinion	No Opinion	Positive	Très bon accueil, service au top  Serveur agréable et serviable.  Bon Ambiance très belle endroit  Pas d'attente. Bon expérience merci.
Le Gurtlerhoft - Strasbourg	No Opinion	Positive	Positive	Très bel endroit, service impeccable et rapide, malgré une salle complète. Plats typiques. Nous nous sommes régalés
L'Entrecôte	No Opinion	Positive	Positive	Restaurant très agréable! Le service était excellent, l’accueil excellent aussi! Toilette propre! La nourriture au toppppppp!!!! On est venu de paris et ça a valu le coup!!!! 20 sur 10!!! Chaleureusement LES PARISIENS
Les 3 Brasseurs - Echirolles	No Opinion	Positive	Positive	merci Romy pour l accueil le service et bien sûre mon café viennois au top.....merci pour votre sourire
L'Entrecôte	No Opinion	Mixed	Positive	Viande de bonne qualité mais gâchée par cette sauce si grasse et indigeste... Finalement les profiteroles laissent une meilleure impression. Service aimable.
Les Terrasses de Lyon - Lyon	No Opinion	Positive	No Opinion	Mets exquis, vue superbe. Pas une miette à laisser dans ce délicieux restaurant très bien placé. Tout est parfaitement soigné.
Les Terrasses Poulard - Le Mont-Saint-Michel	Negative	Negative	Negative	Nous le savons que c'est purement touristique mais malgré tout le rapport qualité Prix est très très décevant . les huitres au naturel pas de surprises ça va , le déssert aussi  pour le reste aucune qualité gustative , digne en tout d'une brasserie parisienne avec les défauts qui vont avec, viisages fermés, quelques remarques qui n'ont pas lieu d'etre en salle , plats inconstants ( les moules marinieres pfff ! ) Malgré tout , un café offert pour l'attente  .Merci Une addition salée , autant que mon omellette trop cuite (changer la matiere grasse je pense aussi entre chaque omellette non ?)  Passez donc votre chemin .Si vous avez du temps sortez , allez dans les terres manger de l'agneau du Pré Salé , ce sera superbe.
Les Grands Buffets - Narbonne	No Opinion	No Opinion	Positive	Choix impressionnant et concept au top. Mention toute particulière à Julien et Myriam pour le professionnalisme et leur gentillesse .
La veyrie - Bernin	Positive	Positive	Positive	Cuisine avec du goût originale….. très beau cadre.. accueillant… super service… très bon vin … à découvrir………..??je recommande
"""""""Chateau de la commanderie - Grenoble"""""""	No Opinion	Positive	Negative	"""""""Malgré une excellente cuisine et un accueil convivial dans un joli cadre je ne donne que 3 étoiles pour une seule raison : le manque d organisation du restaurant. Nous avons attendu 1h10 pour avoir enfin l’entrée. Dommage…."""""""
Les Jardins de Sainte-Cécile - Grenoble	Negative	Positive	Positive	Une vraie créativité dans ce restaurant? j'ai vraiment aimé les assemblages de gout, la presentation des assiettes, le service.  La terrasse est très agreeable quand on se dit que l'on est au centre ville de Grenoble. La cuisine est très tendance mais aussi généreuse. C'est un peu cher peut être mais  on sent le travail es produits et de l'envie.  Tips: Souvent des bons prix via Groupon
La Belle Idée - Grenoble	No Opinion	Positive	No Opinion	La salle du bas est assez petite et il est donc impératif de réserver pour le dîner . La cuisine est axée sur les spécialités locales comme le très bon gratin dauphinois .
Brasserie Georges - Lyon	No Opinion	Positive	Positive	Un excellent moment en famille. Nous avons très bien mangé et surtout merci à Armel pour son professionnalisme, sa bonne humeur, sa gentillesse qui a ainsi largement contribué à rendre ce moment inoubliable.
Brasserie Georges - Lyon	No Opinion	Negative	No Opinion	Entre brasserie très connue et attrape touristes il n'y a qu'un pas, certes cet établissement fais partie de l'histoire de Lyon mais un bon coup de ménage du sol au plafond ne ferais pas de mal c'est meme primordial. A part la choucroute qui était bonne le reste des plats au secours!! parlons de l'aioli un petit bout de poisson avec une carotte une toute petite pomme de terre et un énorme morceau de fenouil, l'aioli industriel une sorte de mayonnaise, le dessert il serait judicieux de ne pas le servir encore à moitié congelé (gateau au chocolat). Il faut vraiment vous remettre en question.
La Ferme à Dédé - Grenoble	No Opinion	Positive	Positive	Un restaurant à l ambiance chaleureuse, avec un personnel accueillant et sympathique . En ce qui concerne le repas c était très bon, je recommande ce restaurant si vous êtes de passage à Grenoble.
Les Grands Buffets - Narbonne	Negative	Negative	Negative	Un seul conseil: faites vous votre propre avis. Nous avons tellement entendu d’éloges sur ce lieux que nous avons dans un premier temps était déçu en sortant de notre dîner… L’endroit ne paye pas de mine, l’emplacement, la piscine… bof  L’accueil est ok mais vous en faites trop… En ce qui concerne les entrées si vous aimez les fruits de mer c’est ok sinon 4 jambons, 3 saucissons et 5 types d’amuse bouche différents, on reste sur notre fin et faim.  La rôtisserie, bien évidemment des viande et des poissons super bien cuisiné rien à re dire, en revanche une queu qui s’étant jusqu’au buffet des desserts c’est normal? Acompagnement, pâtes riz patate courgettes et haricots vert? Même pas un minimum cuisiné, tout ça cuit à l’eau! Bof  Un monde fou du début à la fin, rien de plus désagréable dans un buffet, on se marchait dessus! Nul  Rien à dire en ce qui concerne le fromage et les desserts, nous nous sommes vengé à ce moment là, délicieux!  Pour terminer nous comprenons l’augmentation des tarifs mais ne trouvons pas ça normal d’avoir un certain montant annoncé au moment de la réservation et de devoir payer 5€ supplémentaires par personnes au moment de notre venue, ce n’est pas de notre faute si il y a un an d’attente pour réserver une table et clairement nous le payons 😅 À faire une fois dans votre vie mais vous pourrez vivre de chouettes expériences dans pleins d’autres endroits!
L'Entrecôte	No Opinion	Positive	Positive	Je recommande vraiment ce restaurant, un service au top où règne l’efficacité et la gentillesse. Un menu sans déception avec une sauce incroyable !! Merci à tous pour votre sourire
